order_id,customer_id,order_date,ship_date,ship_mode
OR-302369,CU-100684,2022-07-27,2022-07-29,First Class
OR-302370,CU-101236,2022-08-01,2022-08-04,Standard Class
OR-302371,CU-100897,2024-04-29,2024-05-02,Standard Class
OR-302372,CU-100730,2023-08-08,2023-08-11,Second Class
OR-302373,CU-101382,2023-01-16,2023-01-20,Same Day
OR-302374,CU-101063,2022-11-23,2022-11-30,Standard Class
OR-302375,CU-100480,2024-06-19,2024-06-20,Second Class
OR-302376,CU-101506,2023-02-11,2023-02-15,Standard Class
OR-302377,CU-100966,2022-05-24,2022-05-25,First Class
OR-302378,CU-102209,2023-09-09,2023-09-11,Second Class
OR-302379,CU-100802,2024-02-16,2024-02-20,Same Day
OR-302380,CU-100341,2023-09-10,2023-09-13,Second Class
OR-302381,CU-102970,2023-01-18,2023-01-25,Same Day
OR-302382,CU-100906,2023-12-11,2023-12-13,Standard Class
OR-302383,CU-101853,2023-11-16,2023-11-17,Standard Class
OR-302384,CU-100684,2024-08-09,2024-08-11,Standard Class
OR-302385,CU-102653,2024-09-12,2024-09-17,Same Day
OR-302386,CU-102944,2022-10-04,2022-10-11,Standard Class
OR-302387,CU-100504,2024-05-01,2024-05-07,Standard Class
OR-302388,CU-100753,2022-11-19,2022-11-24,Same Day
OR-302389,CU-101381,2024-07-14,2024-07-19,Standard Class
OR-302390,CU-100291,2022-06-10,2022-06-12,Standard Class
OR-302391,CU-101353,2022-07-19,2022-07-25,Second Class
OR-302392,CU-100911,2023-04-05,2023-04-10,First Class
OR-302393,CU-102539,2024-10-15,2024-10-22,Same Day
OR-302394,CU-101007,2024-03-12,2024-03-13,First Class
OR-302395,CU-101882,2023-07-09,2023-07-11,Standard Class
OR-302396,CU-100019,2024-11-26,2024-11-29,Second Class
OR-302397,CU-102592,2024-06-16,2024-06-21,Same Day
OR-302398,CU-101156,2023-08-03,2023-08-05,Second Class
OR-302399,CU-102801,2024-04-16,2024-04-23,Second Class
OR-302400,CU-100057,2023-10-18,2023-10-22,First Class
OR-302401,CU-102987,2023-11-17,2023-11-22,First Class
OR-302402,CU-101433,2022-06-21,2022-06-28,Same Day
OR-302403,CU-101125,2024-09-07,2024-09-08,Second Class
OR-302404,CU-101386,2024-12-03,2024-12-10,First Class
OR-302405,CU-100494,2022-04-19,2022-04-20,First Class
OR-302406,CU-101378,2024-05-28,2024-05-30,Standard Class
OR-302407,CU-102521,2023-02-12,2023-02-19,Second Class
OR-302408,CU-100756,2024-11-25,2024-11-27,Standard Class
OR-302409,CU-101232,2023-04-25,2023-04-26,First Class
OR-302410,CU-100374,2024-07-13,2024-07-17,Second Class
OR-302411,CU-100878,2022-02-23,2022-02-27,Same Day
OR-302412,CU-102138,2024-09-27,2024-09-29,First Class
OR-302413,CU-100572,2023-04-09,2023-04-16,First Class
OR-302414,CU-102662,2024-04-06,2024-04-08,Standard Class
OR-302415,CU-101206,2022-08-13,2022-08-17,Second Class
OR-302416,CU-100994,2024-06-15,2024-06-17,Standard Class
OR-302417,CU-100361,2022-11-22,2022-11-29,Same Day
OR-302418,CU-100486,2022-10-15,2022-10-16,Same Day
OR-302419,CU-102564,2024-12-14,2024-12-21,Second Class
OR-302420,CU-102913,2023-05-02,2023-05-04,First Class
OR-302421,CU-100594,2022-11-26,2022-12-01,Same Day
OR-302422,CU-101149,2022-01-16,2022-01-17,Second Class
OR-302423,CU-100152,2022-04-06,2022-04-11,First Class
OR-302424,CU-100028,2023-07-10,2023-07-14,Second Class
OR-302425,CU-101823,2024-08-30,2024-08-31,Same Day
OR-302426,CU-102229,2022-06-30,2022-07-06,First Class
OR-302427,CU-101934,2022-03-14,2022-03-17,Standard Class
OR-302428,CU-100102,2022-07-27,2022-07-29,Standard Class
OR-302429,CU-101132,2023-09-27,2023-09-29,Second Class
OR-302430,CU-101944,2024-12-27,2024-12-31,Second Class
OR-302431,CU-101215,2023-09-27,2023-10-01,First Class
OR-302432,CU-101714,2022-07-28,2022-08-01,Same Day
OR-302433,CU-102593,2024-10-22,2024-10-29,First Class
OR-302434,CU-102974,2022-03-10,2022-03-12,Standard Class
OR-302435,CU-100169,2024-02-06,2024-02-12,Same Day
OR-302436,CU-102299,2023-03-11,2023-03-16,Standard Class
OR-302437,CU-100886,2022-11-09,2022-11-15,First Class
OR-302438,CU-101109,2024-02-09,2024-02-13,First Class
OR-302439,CU-102254,2022-03-14,2022-03-18,Same Day
OR-302440,CU-101134,2022-10-09,2022-10-13,Second Class
OR-302441,CU-100354,2024-08-14,2024-08-18,Same Day
OR-302442,CU-101669,2023-02-08,2023-02-13,Same Day
OR-302443,CU-100733,2024-10-15,2024-10-19,Same Day
OR-302444,CU-102743,2024-02-22,2024-02-26,First Class
OR-302445,CU-100590,2022-05-23,2022-05-27,Second Class
OR-302446,CU-100956,2024-12-03,2024-12-05,Same Day
OR-302447,CU-101749,2023-10-07,2023-10-14,Standard Class
OR-302448,CU-102834,2022-12-04,2022-12-06,Same Day
OR-302449,CU-100801,2023-10-12,2023-10-13,Same Day
OR-302450,CU-100330,2024-10-21,2024-10-22,Standard Class
OR-302451,CU-101363,2024-01-08,2024-01-12,Same Day
OR-302452,CU-102892,2022-05-16,2022-05-21,Second Class
OR-302453,CU-101371,2024-05-24,2024-05-26,Same Day
OR-302454,CU-101062,2023-09-05,2023-09-09,First Class
OR-302455,CU-100602,2024-05-21,2024-05-24,Same Day
OR-302456,CU-101147,2022-10-14,2022-10-20,Standard Class
OR-302457,CU-100566,2022-03-19,2022-03-21,Standard Class
OR-302458,CU-101359,2022-12-05,2022-12-07,Same Day
OR-302459,CU-101522,2022-06-08,2022-06-13,Standard Class
OR-302460,CU-101948,2023-05-11,2023-05-14,Same Day
OR-302461,CU-100950,2023-12-26,2024-01-02,First Class
OR-302462,CU-102543,2024-05-15,2024-05-21,First Class
OR-302463,CU-102055,2024-11-30,2024-12-02,Second Class
OR-302464,CU-100239,2024-07-25,2024-07-29,Second Class
OR-302465,CU-102840,2024-04-30,2024-05-07,Same Day
OR-302466,CU-100945,2023-07-27,2023-07-31,First Class
OR-302467,CU-100767,2024-08-27,2024-08-30,Standard Class
OR-302468,CU-101797,2022-11-29,2022-12-06,Standard Class
OR-302469,CU-101657,2023-07-02,2023-07-04,Second Class
OR-302470,CU-100164,2022-10-14,2022-10-16,Second Class
OR-302471,CU-102402,2023-04-27,2023-05-02,First Class
OR-302472,CU-102315,2022-07-24,2022-07-31,Standard Class
OR-302473,CU-100081,2023-05-04,2023-05-11,First Class
OR-302474,CU-100816,2022-09-17,2022-09-23,Same Day
OR-302475,CU-101127,2022-06-30,2022-07-06,Same Day
OR-302476,CU-100491,2023-07-24,2023-07-26,First Class
OR-302477,CU-100449,2023-03-10,2023-03-17,Same Day
OR-302478,CU-102806,2023-04-02,2023-04-04,Same Day
OR-302479,CU-102860,2022-04-14,2022-04-15,Standard Class
OR-302480,CU-101234,2024-11-06,2024-11-12,Standard Class
OR-302481,CU-100077,2024-10-27,2024-10-31,First Class
OR-302482,CU-102614,2023-10-17,2023-10-18,Standard Class
OR-302483,CU-101264,2022-12-29,2023-01-03,Second Class
OR-302484,CU-101995,2022-03-19,2022-03-20,Standard Class
OR-302485,CU-101713,2022-01-01,2022-01-05,Standard Class
OR-302486,CU-100356,2022-02-05,2022-02-09,First Class
OR-302487,CU-102371,2022-07-13,2022-07-18,Same Day
OR-302488,CU-100892,2023-05-28,2023-05-31,First Class
OR-302489,CU-102260,2024-07-31,2024-08-03,Same Day
OR-302490,CU-101188,2023-05-07,2023-05-08,Second Class
OR-302491,CU-102011,2024-07-14,2024-07-20,Standard Class
OR-302492,CU-102012,2023-03-25,2023-03-29,Standard Class
OR-302493,CU-102814,2022-12-12,2022-12-18,Standard Class
OR-302494,CU-102606,2022-06-09,2022-06-14,Second Class
OR-302495,CU-102819,2023-02-06,2023-02-08,Same Day
OR-302496,CU-100061,2024-11-12,2024-11-19,Second Class
OR-302497,CU-102378,2024-02-15,2024-02-20,Standard Class
OR-302498,CU-102984,2024-07-26,2024-08-02,Same Day
OR-302499,CU-101543,2023-12-29,2024-01-02,First Class
OR-302500,CU-100787,2023-05-24,2023-05-31,Same Day
OR-302501,CU-101777,2024-10-18,2024-10-23,Same Day
OR-302502,CU-100860,2022-10-05,2022-10-06,Second Class
OR-302503,CU-100061,2022-12-03,2022-12-09,Second Class
OR-302504,CU-102753,2022-01-21,2022-01-25,Second Class
OR-302505,CU-102015,2023-09-28,2023-10-05,Same Day
OR-302506,CU-101626,2024-09-26,2024-09-27,Standard Class
OR-302507,CU-101864,2023-01-01,2023-01-04,Standard Class
OR-302508,CU-100455,2022-01-15,2022-01-18,First Class
OR-302509,CU-100613,2022-12-20,2022-12-21,Second Class
OR-302510,CU-100781,2023-10-02,2023-10-06,Standard Class
OR-302511,CU-101051,2022-06-30,2022-07-03,Same Day
OR-302512,CU-100356,2023-12-16,2023-12-22,Same Day
OR-302513,CU-100005,2022-05-12,2022-05-17,Standard Class
OR-302514,CU-100613,2023-07-16,2023-07-23,First Class
OR-302515,CU-102451,2022-11-11,2022-11-16,First Class
OR-302516,CU-101086,2024-08-24,2024-08-30,Standard Class
OR-302517,CU-102480,2022-07-14,2022-07-18,Second Class
OR-302518,CU-100549,2024-05-27,2024-05-30,Same Day
OR-302519,CU-101200,2022-08-10,2022-08-12,Second Class
OR-302520,CU-100461,2024-11-15,2024-11-17,Second Class
OR-302521,CU-100576,2022-11-02,2022-11-04,Second Class
OR-302522,CU-101274,2023-12-27,2024-01-02,Standard Class
OR-302523,CU-100709,2022-06-08,2022-06-13,Second Class
OR-302524,CU-102702,2024-06-18,2024-06-20,Second Class
OR-302525,CU-101608,2024-11-15,2024-11-21,Standard Class
OR-302526,CU-101422,2022-01-16,2022-01-19,First Class
OR-302527,CU-100525,2023-07-04,2023-07-07,First Class
OR-302528,CU-102472,2024-07-09,2024-07-13,First Class
OR-302529,CU-100709,2023-01-19,2023-01-20,First Class
OR-302530,CU-102121,2023-05-28,2023-06-02,Second Class
OR-302531,CU-100017,2024-10-24,2024-10-29,Second Class
OR-302532,CU-100590,2023-02-05,2023-02-11,First Class
OR-302533,CU-100693,2024-09-08,2024-09-13,Second Class
OR-302534,CU-100139,2023-04-21,2023-04-23,Second Class
OR-302535,CU-101555,2023-11-03,2023-11-05,First Class
OR-302536,CU-100186,2022-02-14,2022-02-19,Same Day
OR-302537,CU-102854,2023-12-06,2023-12-11,Standard Class
OR-302538,CU-102134,2023-02-22,2023-02-25,Second Class
OR-302539,CU-102691,2023-01-13,2023-01-20,First Class
OR-302540,CU-100192,2023-04-21,2023-04-24,Second Class
OR-302541,CU-101386,2022-06-27,2022-06-30,First Class
OR-302542,CU-102048,2023-11-24,2023-11-29,First Class
OR-302543,CU-102378,2023-11-19,2023-11-20,Same Day
OR-302544,CU-101080,2022-02-17,2022-02-24,Standard Class
OR-302545,CU-100019,2024-04-19,2024-04-21,Second Class
OR-302546,CU-102104,2024-10-23,2024-10-24,Same Day
OR-302547,CU-102467,2023-06-10,2023-06-15,Second Class
OR-302548,CU-102491,2022-05-23,2022-05-24,Standard Class
OR-302549,CU-100197,2024-07-04,2024-07-07,Standard Class
OR-302550,CU-101513,2022-07-20,2022-07-21,First Class
OR-302551,CU-102919,2024-12-27,2024-12-29,Second Class
OR-302552,CU-102936,2023-11-12,2023-11-15,Second Class
OR-302553,CU-101539,2023-05-04,2023-05-06,Standard Class
OR-302554,CU-102570,2024-12-11,2024-12-12,Same Day
OR-302555,CU-102234,2022-03-02,2022-03-06,First Class
OR-302556,CU-100378,2023-01-12,2023-01-15,First Class
OR-302557,CU-102700,2023-06-26,2023-06-27,Standard Class
OR-302558,CU-100889,2022-04-09,2022-04-13,Same Day
OR-302559,CU-100269,2022-07-29,2022-07-31,First Class
OR-302560,CU-100599,2024-07-30,2024-07-31,Same Day
OR-302561,CU-101780,2022-07-21,2022-07-23,First Class
OR-302562,CU-101328,2023-04-02,2023-04-03,First Class
OR-302563,CU-102275,2024-08-01,2024-08-04,Second Class
OR-302564,CU-101178,2022-11-05,2022-11-06,First Class
OR-302565,CU-100795,2023-03-05,2023-03-11,Standard Class
OR-302566,CU-100342,2023-11-16,2023-11-19,Same Day
OR-302567,CU-100319,2024-08-18,2024-08-23,Standard Class
OR-302568,CU-100422,2022-07-29,2022-08-02,Standard Class
OR-302569,CU-101820,2023-11-29,2023-12-03,First Class
OR-302570,CU-101577,2023-09-30,2023-10-02,Second Class
OR-302571,CU-100268,2022-05-16,2022-05-17,First Class
OR-302572,CU-100227,2024-05-13,2024-05-20,Same Day
OR-302573,CU-102789,2023-06-22,2023-06-26,Standard Class
OR-302574,CU-101394,2024-03-03,2024-03-07,Same Day
OR-302575,CU-102459,2022-01-17,2022-01-19,First Class
OR-302576,CU-102970,2024-06-11,2024-06-14,Same Day
OR-302577,CU-101071,2022-05-15,2022-05-16,Same Day
OR-302578,CU-100493,2022-11-20,2022-11-22,Second Class
OR-302579,CU-102194,2023-09-15,2023-09-20,First Class
OR-302580,CU-100263,2023-03-26,2023-03-28,Standard Class
OR-302581,CU-102611,2022-10-29,2022-11-01,Standard Class
OR-302582,CU-102540,2024-08-01,2024-08-06,Standard Class
OR-302583,CU-100868,2022-08-26,2022-09-02,Standard Class
OR-302584,CU-102962,2023-10-19,2023-10-20,Same Day
OR-302585,CU-101416,2022-07-12,2022-07-18,Standard Class
OR-302586,CU-102930,2022-12-29,2023-01-01,Second Class
OR-302587,CU-101437,2022-06-20,2022-06-26,First Class
OR-302588,CU-102134,2024-10-26,2024-10-29,Standard Class
OR-302589,CU-100959,2022-02-18,2022-02-23,Second Class
OR-302590,CU-102425,2024-06-17,2024-06-18,Same Day
OR-302591,CU-102728,2022-01-15,2022-01-20,Same Day
OR-302592,CU-101034,2023-02-11,2023-02-15,First Class
OR-302593,CU-101353,2024-10-08,2024-10-10,Standard Class
OR-302594,CU-102440,2023-08-07,2023-08-14,First Class
OR-302595,CU-101894,2022-11-22,2022-11-24,First Class
OR-302596,CU-101589,2024-11-01,2024-11-06,Standard Class
OR-302597,CU-102964,2023-01-04,2023-01-09,First Class
OR-302598,CU-100073,2024-08-01,2024-08-07,Second Class
OR-302599,CU-101813,2024-08-28,2024-09-03,Standard Class
OR-302600,CU-101425,2022-02-20,2022-02-26,First Class
OR-302601,CU-102122,2024-08-06,2024-08-10,First Class
OR-302602,CU-100657,2022-10-02,2022-10-07,Standard Class
OR-302603,CU-102862,2024-09-05,2024-09-12,Same Day
OR-302604,CU-101248,2022-07-29,2022-08-01,Second Class
OR-302605,CU-101805,2023-12-05,2023-12-12,Same Day
OR-302606,CU-101658,2024-11-26,2024-11-29,First Class
OR-302607,CU-102613,2023-05-23,2023-05-26,Second Class
OR-302608,CU-101097,2022-05-19,2022-05-22,Standard Class
OR-302609,CU-102649,2024-07-17,2024-07-24,First Class
OR-302610,CU-102207,2022-11-12,2022-11-15,Same Day
OR-302611,CU-101889,2024-11-25,2024-12-01,First Class
OR-302612,CU-102563,2022-09-27,2022-10-04,Standard Class
OR-302613,CU-101133,2023-12-19,2023-12-21,Same Day
OR-302614,CU-100566,2023-09-13,2023-09-16,Standard Class
OR-302615,CU-102531,2023-08-30,2023-08-31,First Class
OR-302616,CU-102797,2022-02-03,2022-02-04,Second Class
OR-302617,CU-101633,2022-02-12,2022-02-14,First Class
OR-302618,CU-100292,2024-03-13,2024-03-20,Standard Class
OR-302619,CU-102741,2022-12-08,2022-12-14,Second Class
OR-302620,CU-102390,2024-06-29,2024-06-30,Standard Class
OR-302621,CU-100454,2023-05-07,2023-05-13,Second Class
OR-302622,CU-102609,2024-10-05,2024-10-12,First Class
OR-302623,CU-101793,2023-07-05,2023-07-12,Second Class
OR-302624,CU-101862,2024-09-25,2024-09-27,Same Day
OR-302625,CU-102415,2022-03-18,2022-03-20,Second Class
OR-302626,CU-100490,2022-11-11,2022-11-17,Standard Class
OR-302627,CU-100323,2024-09-01,2024-09-08,Standard Class
OR-302628,CU-101603,2024-07-20,2024-07-24,First Class
OR-302629,CU-102127,2024-11-21,2024-11-22,Second Class
OR-302630,CU-100897,2022-01-04,2022-01-05,Second Class
OR-302631,CU-100802,2023-02-02,2023-02-03,Second Class
OR-302632,CU-101021,2024-06-22,2024-06-28,Second Class
OR-302633,CU-101108,2024-11-20,2024-11-26,Standard Class
OR-302634,CU-102209,2024-03-22,2024-03-24,Standard Class
OR-302635,CU-102301,2024-04-29,2024-05-01,Standard Class
OR-302636,CU-102658,2024-02-17,2024-02-23,Same Day
OR-302637,CU-100419,2024-10-29,2024-11-04,Standard Class
OR-302638,CU-102988,2022-10-29,2022-10-31,Standard Class
OR-302639,CU-101571,2023-04-24,2023-04-29,Second Class
OR-302640,CU-101803,2023-08-10,2023-08-17,Standard Class
OR-302641,CU-100790,2024-03-08,2024-03-15,Standard Class
OR-302642,CU-102123,2022-11-17,2022-11-23,Same Day
OR-302643,CU-100231,2024-11-21,2024-11-22,Second Class
OR-302644,CU-102840,2023-12-18,2023-12-24,First Class
OR-302645,CU-100310,2024-07-22,2024-07-25,Standard Class
OR-302646,CU-102297,2022-09-26,2022-09-29,Second Class
OR-302647,CU-102458,2022-05-24,2022-05-26,Standard Class
OR-302648,CU-101958,2022-06-03,2022-06-04,Second Class
OR-302649,CU-102048,2023-06-05,2023-06-06,Standard Class
OR-302650,CU-102049,2022-08-30,2022-09-01,First Class
OR-302651,CU-100872,2024-09-24,2024-09-28,First Class
OR-302652,CU-101559,2024-10-10,2024-10-15,Standard Class
OR-302653,CU-101528,2024-04-05,2024-04-10,First Class
OR-302654,CU-100674,2022-10-13,2022-10-20,First Class
OR-302655,CU-102335,2024-01-20,2024-01-23,Standard Class
OR-302656,CU-100608,2023-05-02,2023-05-07,Same Day
OR-302657,CU-100157,2024-07-29,2024-07-31,Same Day
OR-302658,CU-102598,2023-12-30,2024-01-02,First Class
OR-302659,CU-102504,2024-01-12,2024-01-16,First Class
OR-302660,CU-100290,2023-07-10,2023-07-15,Second Class
OR-302661,CU-101460,2022-05-12,2022-05-13,Same Day
OR-302662,CU-101076,2023-04-14,2023-04-17,Standard Class
OR-302663,CU-100425,2023-01-03,2023-01-07,First Class
OR-302664,CU-101372,2024-11-01,2024-11-08,First Class
OR-302665,CU-102109,2022-03-30,2022-04-04,Same Day
OR-302666,CU-101322,2023-08-24,2023-08-27,Same Day
OR-302667,CU-101528,2024-04-28,2024-05-01,Second Class
OR-302668,CU-100615,2024-08-26,2024-08-30,Standard Class
OR-302669,CU-101642,2022-06-16,2022-06-21,Standard Class
OR-302670,CU-101675,2022-03-22,2022-03-26,Same Day
OR-302671,CU-101078,2023-05-25,2023-05-31,Second Class
OR-302672,CU-102047,2024-07-07,2024-07-13,Standard Class
OR-302673,CU-100000,2022-03-22,2022-03-23,Second Class
OR-302674,CU-101263,2022-05-23,2022-05-27,Second Class
OR-302675,CU-101869,2023-11-03,2023-11-08,Second Class
OR-302676,CU-100182,2022-08-25,2022-08-29,Same Day
OR-302677,CU-100540,2023-02-24,2023-02-26,Standard Class
OR-302678,CU-100436,2024-02-17,2024-02-20,Same Day
OR-302679,CU-101692,2023-03-18,2023-03-21,First Class
OR-302680,CU-101317,2023-01-27,2023-01-30,First Class
OR-302681,CU-102554,2023-08-17,2023-08-20,First Class
OR-302682,CU-100153,2023-02-24,2023-03-01,Same Day
OR-302683,CU-100090,2023-08-13,2023-08-15,Standard Class
OR-302684,CU-100331,2022-03-24,2022-03-25,First Class
OR-302685,CU-101884,2022-07-01,2022-07-02,First Class
OR-302686,CU-102148,2023-01-20,2023-01-25,First Class
OR-302687,CU-101978,2022-02-17,2022-02-18,First Class
OR-302688,CU-102237,2022-11-19,2022-11-23,First Class
OR-302689,CU-100852,2023-09-15,2023-09-20,Second Class
OR-302690,CU-100348,2023-10-08,2023-10-14,Second Class
OR-302691,CU-100495,2022-02-10,2022-02-13,First Class
OR-302692,CU-100168,2024-04-17,2024-04-23,Standard Class
OR-302693,CU-102731,2024-12-14,2024-12-18,First Class
OR-302694,CU-100579,2022-12-26,2022-12-30,Same Day
OR-302695,CU-101578,2022-04-29,2022-05-04,First Class
OR-302696,CU-102994,2023-04-01,2023-04-07,First Class
OR-302697,CU-102995,2024-08-14,2024-08-16,First Class
OR-302698,CU-100277,2023-12-09,2023-12-15,Same Day
OR-302699,CU-102741,2023-10-01,2023-10-07,Second Class
OR-302700,CU-102935,2023-12-12,2023-12-19,First Class
OR-302701,CU-102272,2024-12-16,2024-12-21,Standard Class
OR-302702,CU-102427,2024-07-23,2024-07-24,Standard Class
OR-302703,CU-101598,2022-04-10,2022-04-13,Standard Class
OR-302704,CU-100043,2023-12-05,2023-12-08,Second Class
OR-302705,CU-101012,2022-12-21,2022-12-25,Standard Class
OR-302706,CU-101850,2024-01-19,2024-01-24,Second Class
OR-302707,CU-100830,2023-09-05,2023-09-10,Standard Class
OR-302708,CU-100273,2022-05-26,2022-05-31,Same Day
OR-302709,CU-101815,2022-01-08,2022-01-13,Same Day
OR-302710,CU-101686,2023-06-05,2023-06-12,Same Day
OR-302711,CU-102580,2023-07-07,2023-07-09,Same Day
OR-302712,CU-100958,2023-07-31,2023-08-05,Standard Class
OR-302713,CU-102809,2022-01-12,2022-01-14,Standard Class
OR-302714,CU-101837,2023-01-29,2023-02-05,First Class
OR-302715,CU-102280,2023-01-29,2023-01-30,Same Day
OR-302716,CU-101820,2023-12-10,2023-12-13,Second Class
OR-302717,CU-101717,2024-12-01,2024-12-06,Second Class
OR-302718,CU-101620,2022-01-16,2022-01-18,Second Class
OR-302719,CU-102796,2022-11-25,2022-12-01,Standard Class
OR-302720,CU-101151,2022-09-30,2022-10-01,Second Class
OR-302721,CU-100513,2022-07-18,2022-07-21,Same Day
OR-302722,CU-102993,2023-09-15,2023-09-20,Standard Class
OR-302723,CU-102381,2023-10-01,2023-10-08,Second Class
OR-302724,CU-101226,2023-01-14,2023-01-21,Standard Class
OR-302725,CU-100705,2023-08-28,2023-09-02,Same Day
OR-302726,CU-101736,2024-09-15,2024-09-21,First Class
OR-302727,CU-102103,2023-05-24,2023-05-27,First Class
OR-302728,CU-101748,2024-07-05,2024-07-09,First Class
OR-302729,CU-100675,2022-07-26,2022-08-02,First Class
OR-302730,CU-100344,2022-06-14,2022-06-20,Same Day
OR-302731,CU-100469,2022-10-21,2022-10-25,Same Day
OR-302732,CU-100466,2023-12-04,2023-12-06,Same Day
OR-302733,CU-100497,2022-09-08,2022-09-12,First Class
OR-302734,CU-100681,2024-12-08,2024-12-14,First Class
OR-302735,CU-100357,2022-08-27,2022-08-28,Standard Class
OR-302736,CU-102620,2024-07-26,2024-07-28,Same Day
OR-302737,CU-102768,2022-09-22,2022-09-28,First Class
OR-302738,CU-102551,2022-06-11,2022-06-16,Same Day
OR-302739,CU-102046,2022-03-28,2022-04-03,Same Day
OR-302740,CU-102122,2024-12-29,2025-01-02,Standard Class
OR-302741,CU-100215,2024-05-31,2024-06-03,Same Day
OR-302742,CU-102099,2023-12-23,2023-12-27,Standard Class
OR-302743,CU-101694,2024-07-19,2024-07-26,Same Day
OR-302744,CU-100515,2024-02-14,2024-02-20,Standard Class
OR-302745,CU-101168,2022-09-29,2022-10-06,Second Class
